BFP,GP,class
0.135294,0.03127785296606684,0.0
0.216917,0.05922391190337832,0.0
0.293927,0.7513047371489266,0.0
0.220087,0.35424355180121314,1.0
0.408582,0.6447108448762798,1.0
0.293321,0.49565156474687355,1.0
0.146087,0.08726640360069972,0.0
0.467381,0.4519606635311784,0.0
0.16205,0.10615737536892526,0.0
0.286281,0.1624700655283175,1.0
0.651064,0.6965674857776497,1.0
0.701318,0.693856869904608,1.0
0.189496,0.20710551715113215,0.0
0.432141,0.6155869784048985,0.0
0.252981,0.13387160880654345,0.0
0.755347,0.8415805068252494,1.0
0.541616,0.3960104199553602,1.0
0.999153,0.9999995223552237,1.0
0.166549,0.22670812034312882,0.0
0.570542,0.8517465711052118,0.0
0.124891,0.2562719328983122,0.0
0.694002,0.5493818616533429,1.0
0.635256,0.6496973534727781,1.0
0.95376,0.33437669655886915,1.0
0.112921,0.20438298516118875,0.0
0.142077,0.13334976614968577,0.0
0.436373,0.5000958737276086,0.0
0.113577,0.4337070852226092,1.0
0.200234,0.41821840553654094,1.0
0.336077,0.21261718323383327,0.0
0.318837,0.6723085550685031,0.0
0.688028,0.6213011592121036,1.0
0.997984,0.797718374078403,1.0
0.24775,0.40204812750043556,0.0
0.186096,0.31590610425810706,0.0
0.311964,0.46630618533817186,1.0
0.893065,0.7797152103967236,1.0
0.508518,0.5042714833052876,0.0
0.92414,0.7903120989608543,0.0
0.755175,0.4995070951423746,1.0
0.942118,0.5150139948325804,1.0
0.271339,0.5072758622078763,0.0
0.205386,0.13509928220442463,0.0
0.595868,0.5113158690554814,1.0
0.119294,0.5176842548290925,1.0
0.192336,0.18766641908839427,0.0
0.358692,0.49169183428084995,0.0
0.6737,0.5527525010657364,1.0
0.646172,0.5654835325113888,1.0
