,SensLevel0,SensLevel1,AUC,AucCI_lo,AucCI_hi,SE,OpSen,SenCI_lo,SenCI_hi,OpSpe,SpeCI_lo,SpeCI_hi
SVM,0.4166666666666667,0.8333333333333334,0.8066666666666666,0.682493884851804,0.9308394484815293,0.06335462426571187,0.8333333333333334,0.6842310815680381,0.9824355850986286,0.76,0.5925834130081491,0.9274165869918509
KNN,0.2916666666666667,0.7083333333333334,0.7866666666666667,0.6571534071083275,0.916179926225006,0.06607940787684025,0.7083333333333334,0.5264835912281995,0.8901830754384672,0.76,0.5925834130081491,0.9274165869918509
ADAB,0.5416666666666666,0.875,0.8341666666666665,0.7181912479959621,0.9501420853373709,0.05917221927826413,0.875,0.7426848774075062,1.007315122592494,0.84,0.6962904262061849,0.9837095737938151
RF,0.375,0.875,0.8216666666666667,0.7018355397772975,0.9414977935560358,0.061139453497401894,0.875,0.7426848774075062,1.007315122592494,0.76,0.5925834130081491,0.9274165869918509
LGB,0.2916666666666667,0.6458333333333334,0.79,0.6613428476741195,0.9186571523258805,0.06564261044626923,0.8333333333333334,0.6842310815680381,0.9824355850986286,0.72,0.5439924365261537,0.8960075634738462
XGB,0.75,0.875,0.9099999999999999,0.8233052844885597,0.9966947155114402,0.04423281049819133,0.8333333333333334,0.6842310815680381,0.9824355850986286,0.84,0.6962904262061849,0.9837095737938151
DT,0.10416666666666666,0.3576388888888889,0.6616666666666666,0.508486115261913,0.8148472180714202,0.07815477866584397,0.875,0.7426848774075062,1.007315122592494,0.52,0.32415686277022626,0.7158431372297738
LOGR,0.375,0.7916666666666666,0.8033333333333333,0.6782358612142635,0.9284308054524032,0.0638264137024061,0.7916666666666666,0.6291862547418464,0.9541470785914868,0.76,0.5925834130081491,0.9274165869918509
