,SensLevel0,SensLevel1,AUC,AucCI_lo,AucCI_hi,SE,OpSen,SenCI_lo,SenCI_hi,OpSpe,SpeCI_lo,SpeCI_hi
GP,0.6086956521739131,0.6521739130434783,0.7321739130434782,0.588338157778509,0.8760096683084475,0.07338693792310844,0.6086956521739131,0.4092385110469433,0.8081527933008829,0.92,0.8136530658645958,1.0263469341354041
