,SensLevel0,SensLevel1,AUC,AucCI_lo,AucCI_hi,SE,OpSen,SenCI_lo,SenCI_hi,OpSpe,SpeCI_lo,SpeCI_hi
ponyGE,0.3260869565217388,0.6956521739130435,0.7521739130434781,0.6124695534295608,0.8918782726573955,0.07127904426606177,0.6956521739130435,0.5076021778504267,0.8837021699756602,0.8,0.6432,0.9568000000000001
