BFP,SVM,KNN,ADAB,RF,LGB,XGB,DT,LOGR,class
0.126193,0.24612101750764884,0.13893575016987394,0.003273425927128759,0.16865062986587262,0.2724888574012409,0.09985469,0.0,0.1026696022241845,0.0
0.194881,0.3867216966161084,0.44542809967728714,0.0057004634153419,0.2811610789469486,0.2724888574012409,0.033882216,0.6,0.37129075969426195,0.0
0.134494,0.28304881304537505,0.3218970300726323,0.002716867944450286,0.24797133555393205,0.3014796759100378,0.11690556,0.0625,0.2883871071674661,0.0
0.843279,0.6977648110341207,0.781888135625864,0.9723708260982757,0.669825472319868,0.5458288705281427,0.46324012,0.8888888888888888,0.8045646884546576,1.0
0.57788,0.7376306660649623,0.6245680203582472,0.9731379802182448,0.7510695087203689,0.6996304618396435,0.9306461,0.8888888888888888,0.7641099241180445,1.0
0.156816,0.40558536433327647,0.32207383096119696,0.8807316391667096,0.5284228439807318,0.4205967259174004,0.81835383,0.0625,0.3886929677925131,1.0
0.287919,0.40093235965702184,0.5005973033681933,0.17503491900908144,0.4414478755810493,0.5451353365768896,0.6153735,0.0,0.30170644096783655,0.0
0.654486,0.7224626902212274,0.8968421962384662,0.8909729783178347,0.8513385550667498,0.6765036828394851,0.7144649,1.0,0.9943826088915055,0.0
0.350124,0.6051197443521206,0.9042838701780664,0.9170604603260725,0.9212445265462506,0.7141976646877365,0.96067905,1.0,0.8873025251850424,0.0
0.394925,0.24046976510999596,0.2764428150166803,0.3679688571089897,0.5264963441375824,0.5451353365768896,0.64126664,0.0,0.023638817702866688,1.0
0.973659,0.927409563005362,1.0,0.9974547296424718,0.9809523809523809,0.7141976646877365,0.99370605,1.0,0.9999989412440987,1.0
0.294735,0.12890045223599705,0.131236001557749,0.3458445652318465,0.29669390732708106,0.23323023842059673,0.20551267,0.0,0.10059075260358454,1.0
0.178071,0.049280421533616836,0.34442490474699117,0.33075647919069623,0.18806968956968956,0.2794117954734625,0.06373171,1.0,0.013835727141320479,0.0
