,SensLevel0,SensLevel1,AUC,AucCI_lo,AucCI_hi,SE,OpSen,SenCI_lo,SenCI_hi,OpSpe,SpeCI_lo,SpeCI_hi
GP,0.041666666666666664,0.5416666666666666,0.6066666666666667,0.44763143863736865,0.7657018946959647,0.08114191346562874,0.7083333333333334,0.5264835912281995,0.8901830754384672,0.64,0.45184,0.82816
