BFP,GP,class
0.126193,0.3225734471630182,0.0
0.194881,0.6873738756435354,0.0
0.134494,0.5364294783391498,0.0
0.843279,0.9696566032580709,1.0
0.57788,0.8940343891421301,1.0
0.156816,0.6143057824568006,1.0
0.287919,0.2615474266598815,0.0
0.654486,0.7648452368081101,0.0
0.350124,0.6385234925029578,0.0
0.394925,0.24258329578865231,1.0
0.973659,0.8477816057571015,1.0
0.294735,0.23480877305382064,1.0
0.178071,0.5850421474344515,0.0
0.207887,0.3705117244960683,0.0
0.14207,0.3675484550129401,0.0
0.124538,0.267413677194865,1.0
0.491418,0.9800818061879666,1.0
0.947968,0.9691939514352125,1.0
0.112386,0.1700086486565028,0.0
0.158001,0.4070818418293525,0.0
0.274758,0.32980997570710824,0.0
0.182769,0.22893341844408804,1.0
0.425871,0.325651826203679,1.0
0.124164,2.668657668577962e-39,0.0
0.091885,0.9651968777409721,0.0
0.228724,5.693762903038805e-25,0.0
0.999983,3.62593491099719e-198,1.0
0.663398,0.9999999988175805,1.0
0.319624,0.37686237371070114,0.0
0.264992,0.09115904374347347,0.0
0.996894,0.6537501127329756,1.0
0.986976,0.8310551621144804,1.0
0.097612,0.09093898912617714,0.0
0.101507,0.0872784336971663,0.0
0.874618,0.6756085808213941,1.0
0.136995,0.3254630854471496,1.0
0.151428,0.24735860185428957,0.0
0.158511,0.650247643533554,0.0
0.388978,0.4796169778430109,1.0
0.255071,0.36331973405284823,1.0
0.200777,0.11301961228221225,0.0
0.129736,0.044537976498287654,0.0
0.479752,0.9212799056373832,1.0
0.472564,0.809424962914912,1.0
0.139951,0.11926634963345592,0.0
0.123102,0.13945266071565857,0.0
0.904263,0.9627000867109325,1.0
0.997998,0.9286854323233912,1.0
