BFP,SVM,KNN,ADAB,RF,LGB,XGB,DT,LOGR,class
0.135294,0.21150362556375032,0.0,2.220446049250318e-16,0.19030712643748235,0.30789150189060605,0.07204051,0.0,0.175146333448442,0.0
0.216917,0.2971843444297222,0.3438480486248255,0.5,0.3820475595311122,0.33320668288546584,0.12269866,0.46153846153846156,0.32158504970236135,0.0
0.293927,0.3814331295542309,0.28974774471647424,1.3012658060818783e-12,0.2640067578034466,0.30789150189060605,0.091638625,0.46153846153846156,0.18193066676943184,0.0
0.220087,0.3406825886988069,0.2752910950652033,0.999999985098839,0.530022159653059,0.39918622742657023,0.7079693,0.46153846153846156,0.4648411167638012,1.0
0.408582,0.5937797984459247,0.6561068234394377,0.00020083906036418494,0.479066102169506,0.39918622742657023,0.14908285,0.46153846153846156,0.46243487664043864,1.0
0.293321,0.37165382445875106,0.0,0.999999985098839,0.5487897926478592,0.39918622742657023,0.7649644,0.46153846153846156,0.5440473499552054,1.0
0.146087,0.1219354537848225,0.20814725275836748,4.532718536626855e-06,0.23847442680776013,0.31513787727621706,0.016228743,0.0,0.1555831172739595,0.0
0.467381,0.7775982946880626,0.3952393749061306,0.003538534420987005,0.23742283950617285,0.4386884930375489,0.21372807,0.0,0.6547425162469802,0.0
0.16205,0.12048144826210502,0.27785843469287913,2.9839107668974258e-05,0.2650022045855379,0.31513787727621706,0.10997883,0.0,0.1961948004181005,0.0
0.286281,0.5186884508206658,0.20045208633527495,1.8894702972900586e-05,0.20603395061728394,0.31513787727621706,0.0766043,0.0,0.3924037425416488,1.0
0.651064,0.7582454518252617,0.6860959854885378,0.9939450261269955,0.5513888888888888,0.4386884930375489,0.4662552,0.0,0.5932348613992147,1.0
0.701318,0.9218799806894303,0.7875618926046936,0.999562196233515,0.6998236331569665,0.4386884930375489,0.86842036,0.9,0.7890975956358739,1.0
0.189496,0.07060339121346035,0.10332629952730674,0.0015836955635373218,0.2577167453730987,0.3224114533095695,0.047859292,0.0,0.0010098753471235167,0.0
0.432141,0.6317805070534787,0.7009262361070209,0.47227937709758533,0.5383737755732927,0.6368889355929211,0.3289548,1.0,0.5529391691639011,0.0
0.252981,0.21765636228369567,0.2085543940080303,0.0031477970330705063,0.26268511693739555,0.35442500977565483,0.073426306,0.0,0.06788165517417963,0.0
0.755347,0.7275564644248333,0.7741583092871306,0.9657395189615379,0.720237095640604,0.5720703380324376,0.4896162,1.0,0.8263301116177612,1.0
0.541616,0.5249838416879815,0.7420685613347576,0.5775184437944801,0.5354518875198256,0.6368889355929211,0.58229077,0.75,0.42019112906693074,1.0
0.999153,0.6425591348069235,0.7944498434315027,0.6649849456505993,0.6882134147640585,0.6660565356007746,0.8913113,0.75,0.7509465239908586,1.0
0.166549,0.143310688007469,0.2125673048849493,0.3530055787872448,0.07824887530769883,0.3835878555307084,0.046995588,0.1111111111111111,0.06752447141030346,0.0
0.570542,0.8135483648855293,0.8315667009513106,0.8330445826682041,0.9120779220779222,0.6844568411925733,0.9840275,1.0,0.8756040622159682,0.0
0.124891,0.2161475989693218,0.08903617601220196,0.2838615333975094,0.2752321697909933,0.28531068148333605,0.03440051,0.1111111111111111,0.08097142511660292,0.0
0.694002,0.7757229786399781,0.8147772545352272,0.6255016239048583,0.6629870129870129,0.6844568411925733,0.84552103,0.6,0.7734547494285015,1.0
0.635256,0.7344907627531916,0.673413447347054,0.5094517714886239,0.7303374914559125,0.6844568411925733,0.7500872,0.6,0.6288118619789208,1.0
0.95376,0.8112123383954427,0.8529041033844192,0.605248620520986,0.9545197552705293,0.3835878555307084,0.9194344,0.6,0.7604410358712983,1.0
0.112921,0.11676845014886654,0.08881938411552948,5.50635035259473e-10,0.0,0.29061592089242305,0.050454922,0.0,0.0018445225428374875,0.0
0.142077,0.2455479447201914,0.19328077578401667,8.308523070534904e-08,0.01,0.29061592089242305,0.019982386,0.0,0.010954191007524447,0.0
0.436373,0.4791092995728748,0.562015893945747,0.4753034541692434,0.26,0.6940567810336449,0.17234594,0.3333333333333333,0.8449757519281179,0.0
0.113577,0.42115668906730946,0.21114356419163363,0.6411717273151293,0.3,0.45185988194117616,0.53785485,0.0,0.08471717332619573,1.0
0.200234,0.6205058804301853,0.3496877673318231,0.9027350503689981,0.45999999999999996,0.45185988194117616,0.6722604,1.0,0.6551976834353397,1.0
0.336077,0.42391850361242966,0.5678407882211667,0.999413855281056,0.605602829116761,0.623115852429035,0.6310123,0.5833333333333334,0.020964246582642405,0.0
0.318837,0.3543503515839398,0.3177342322296775,0.0006710708354639101,0.3421234512613823,0.28786498728429116,0.1376532,0.05555555555555555,0.4975562884610328,0.0
0.688028,0.8073683280814596,0.9143378251440342,0.999999945653648,0.8373093681917212,0.3462030633280553,0.93509257,0.05555555555555555,0.948103407788474,1.0
0.997984,0.15125023223028047,0.6628571060672979,0.9999176033112848,0.8108759867583398,0.6841261154101796,0.9564522,0.5833333333333334,0.41376836307956105,1.0
0.24775,0.16662225083733304,0.41602962742580396,0.030575085796724234,0.19502645502645502,0.3612152660440487,0.045267764,0.0625,0.08981233337185995,0.0
0.186096,0.023948388826238502,0.271916932135076,0.0020568774792277646,0.07715277777777778,0.3612152660440487,0.019033844,0.0625,0.015825004447006658,0.0
0.311964,0.08710743416875508,0.4120473659059713,0.032587453189196945,0.3235416666666666,0.5233847199943299,0.070060655,0.5,0.1625931396493116,1.0
0.893065,0.6257584925415058,0.636101055280612,0.9795596807830653,0.744284188034188,0.6779908714429532,0.9755469,0.5,0.8984920330205819,1.0
