BFP,SVM,KNN,ADAB,RF,LGB,XGB,DT,LOGR,class
0.126193,0.03369220246332555,0.0,0.48893722360668634,0.12911942314174665,0.4320781904480622,0.100602485,0.0,0.04579471047286953,0.0
0.194881,0.22396413076888297,0.562525156728254,0.2975228269897031,0.2375317676410477,0.42370855322764034,0.054912303,0.0,0.17823304966954048,0.0
0.134494,0.22591718406974595,0.2080344014269276,0.43330173371582553,0.1773337088560324,0.27223888564502313,0.05812684,0.0,0.17711540611046264,0.0
0.843279,0.6329541740388359,0.6328599625553539,0.5489384012539417,0.6721740550369584,0.683022225737061,0.5217528,1.0,0.9801399722149826,1.0
0.57788,0.45152642756163713,0.5293498343803974,0.5880119182677751,0.7315965053465056,0.683022225737061,0.8671199,1.0,0.5423670645265106,1.0
0.156816,0.3454868574689183,0.37682424777420037,0.6482103312091831,0.5022498938259807,0.27223888564502313,0.7477363,1.0,0.2513677030662807,1.0
0.287919,0.41702898834876106,0.4942792449490929,0.5269933628013513,0.39983681568443386,0.6488482686957094,0.46133888,0.043478260869565216,0.476436661899613,0.0
0.654486,0.73476024296662,0.8919654158138912,0.648997143421115,0.854226180609447,0.6488482686957094,0.7600687,1.0,0.5009698918437019,0.0
0.350124,0.6205135021310174,0.9018377040545795,0.9089679533816082,0.9513820534511284,0.7274355207440646,0.9325332,1.0,0.49514876949713105,0.0
0.394925,0.3053222152990301,0.28301930417950527,0.9164693753805503,0.5306539973602473,0.6488482686957094,0.7600687,1.0,0.46479648707259974,1.0
0.973659,0.7967864689384117,1.0,0.9151635930723353,0.9900110042496911,0.7274355207440646,0.9325332,1.0,0.530701189118895,1.0
0.294735,0.11409244532017403,0.2518277668095014,0.2698890215069366,0.15596872720600644,0.2279598473716331,0.17070068,0.043478260869565216,0.4527418185779591,1.0
0.178071,0.4484171047155526,0.41373102747496965,0.2588477386511415,0.2463236215538847,0.31208402932760543,0.33770975,1.0,0.49504488732630264,0.0
0.207887,0.4672643179659456,0.5683868242181528,0.5491438141909624,0.41820005175983443,0.31208402932760543,0.17283747,0.0,0.1706044773102054,0.0
0.14207,0.25114891933985056,0.2705761927405171,0.23153892960415026,0.18820005175983437,0.28639837336257035,0.018369157,0.0,0.12421084233924692,0.0
0.124538,0.4170063200330486,0.23581177625802227,0.4392747072804563,0.18820005175983437,0.31208402932760543,0.87641215,1.0,0.49022731630416466,1.0
0.491418,0.874037309907253,0.6065744035469347,0.7480287702577187,0.8246583850931678,0.6681993234454288,0.9556068,1.0,0.9991660481005833,1.0
0.947968,0.9725074093798898,0.8270854550461092,0.7100494102375997,0.9582365003417636,0.6681993234454288,0.87770027,1.0,0.9991313625902349,1.0
0.112386,0.1790148481799777,0.20047856258315097,0.21261879102283526,0.08185606060606061,0.2514113928679965,0.07019259,0.047619047619047616,0.05810979542438695,0.0
0.158001,0.48134774063585295,0.35059526175651995,0.521499304266266,0.13561868686868683,0.2514113928679965,0.06899367,0.047619047619047616,0.2561419920320106,0.0
0.274758,0.29936268480707257,0.2920568417833542,0.18276755858583527,0.1669678932178932,0.547058632536137,0.02565029,0.047619047619047616,0.3347546612337033,0.0
0.182769,0.33742930282427286,0.2716457470127136,0.4842981053715675,0.159265873015873,0.2514113928679965,0.12889862,0.047619047619047616,0.13228969642153565,1.0
0.425871,0.5171163814786892,0.49633940738091786,0.5523108492180185,0.5486742424242425,0.547058632536137,0.8824965,0.75,0.39370808597178597,1.0
0.124164,0.0043334854235887,0.14814372810759022,0.24768940311422172,0.003371915440880958,0.29100455750733684,0.019457562,0.09090909090909091,0.0334265273806853,0.0
0.091885,0.047191477359950024,0.28875516964565284,0.36027309185304,0.20644772851669405,0.29100455750733684,0.035504647,0.09090909090909091,0.00019486668382912305,0.0
