,SensLevel0,SensLevel1,AUC,AucCI_lo,AucCI_hi,SE,OpSen,SenCI_lo,SenCI_hi,OpSpe,SpeCI_lo,SpeCI_hi
ponyGE,0.5833333333333334,0.7604166666666666,0.78,0.6488138703437428,0.9111861296562572,0.06693292871248482,0.75,0.5767588386092959,0.9232411613907041,0.88,0.7526150778153081,1.0073849221846918
