BFP,SVM,KNN,ADAB,RF,LGB,XGB,DT,LOGR,class
0.135294,0.15450678948297264,0.1730133610722156,0.003790385219275117,0.2875,0.30789150189060605,0.092615165,0.0,0.2325628730195255,0.0
0.216917,0.4880381796148805,0.2845515881995775,0.255248005714992,0.41,0.33320668288546584,0.2598101,0.46153846153846156,0.39973405414746627,0.0
0.293927,0.07443428838118972,0.16775741743667352,0.0019177454315030238,0.23333333333333334,0.30789150189060605,0.20701183,0.46153846153846156,0.25628120898264434,0.0
0.220087,0.5075806106649049,0.3587955885846314,0.9262737282579662,0.5,0.39918622742657023,0.8436832,0.46153846153846156,0.42098530846592425,1.0
0.408582,0.466657682974828,0.7725660612767158,0.5016563522289053,0.3,0.39918622742657023,0.40167132,0.46153846153846156,0.46062409213539857,1.0
0.293321,0.45451068183555965,0.18731953323095948,0.6132496425204328,0.6692307692307693,0.39918622742657023,0.8436832,0.46153846153846156,0.4741884141375092,1.0
0.146087,0.054253613178614296,0.07307138413610154,3.3851412845186268e-12,0.051172604064509096,0.32190887205372254,0.0010990938,0.0,0.054361180796534826,0.0
0.467381,0.8506125469276417,0.48730052316438166,6.150898832792199e-05,0.2812305060942781,0.43539354495501975,0.42787555,0.0,0.8428344744642776,0.0
0.16205,0.07597332678750322,0.19471899645842985,9.161968246488853e-08,0.1255615313641579,0.3434800160753939,0.08059604,0.0,0.1104448283659269,0.0
0.286281,0.5056679001820632,0.297752222531299,0.00025042754427870637,0.2449608394411783,0.32190887205372254,0.11255008,0.0,0.3851260498146251,1.0
0.651064,0.798786633422554,0.6077136531382888,0.9999978813981195,0.5429092752996021,0.43539354495501975,0.7087872,0.0,0.7197737444378534,1.0
0.701318,0.9708183491580495,0.6955615890918021,0.9998667858560614,0.6903602164016317,0.43539354495501975,0.9480773,0.9,0.9634531033115171,1.0
0.189496,0.0016476528707256917,0.0,0.000299914980914601,0.0,0.3018380224047247,0.0072275437,0.058823529411764705,3.2101594841778353e-08,0.0
0.432141,0.5836064301720856,0.7457477358776121,0.904086922693244,0.65,0.653679904155302,0.24508102,0.5,0.8108248638674453,0.0
0.252981,0.04206487503517053,0.2435396020161288,0.011862827829593282,0.08333333333333334,0.3018380224047247,0.05905244,0.058823529411764705,0.008062192113529609,0.0
