,SensLevel0,SensLevel1,AUC,AucCI_lo,AucCI_hi,SE,OpSen,SenCI_lo,SenCI_hi,OpSpe,SpeCI_lo,SpeCI_hi
ponyGE,0.3749999999999999,0.7291666666666667,0.8399999999999999,0.7259024585805861,0.9540975414194136,0.05821410103420295,0.875,0.7426848774075062,1.007315122592494,0.72,0.5439924365261537,0.8960075634738462
